id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
43735673,https://www.airbnb.com/rooms/43735673,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.69 · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/miso/Hosting-43735673/original/f7bf6847-e57f-49e2-92b5-28f0fbdf529f.jpeg,348144031,https://www.airbnb.com/users/show/348144031,Sheriff,2020-05-31,"Winnipeg, Canada","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/69c4d079-935c-4362-bbb5-541ce1b3faed.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69c4d079-935c-4362-bbb5-541ce1b3faed.jpg?aki_policy=profile_x_medium,Munroe West,5,5,"['email', 'phone']",t,t,,Elmwood - East Kildonan,,49.91832,-97.09453,Private room in home,Private room,4,,1 private bath,,1,[],$60.00,1,365,1,1,1125,1125,1.0,1125.0,,t,21,50,80,355,2023-12-17,134,22,5,2020-06-26,2023-12-16,4.69,4.7,4.84,4.85,4.78,4.57,4.74,,f,5,0,5,0,3.17
43870008,https://www.airbnb.com/rooms/43870008,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 4 bedrooms · 4 beds · 2 baths,,"River Heights is one of the most prestigious neighbourhoods in Winnipeg and this house is situated dead centre of where the best amenities are located.  Exceptional dining options are literally steps away - highlighted by Enoteca, ranked as one of Canada's top 100 restaurants 1.5 blocks away. Fusion Grill, Pizzeria Gusto, Leopold's Tavern, Mona Lisa Restaurante and Starbucks can all be reached by walking.  Wellington Crescent 2 blocks down has Winnipeg's most luxurious homes and it's boulevard-style street following the Assiniboine River is a popular walking, running and cycling route.  The street flows right into Assiniboine Park, Winnipeg's ""city park"" home to world renowned Zoo, The Leaf indoor horticultural attraction, outdoor theatre and enormous green space.  Shopping enthusiasts will be amazed at the proximity to Polo Park (7 minutes), Ikea, Cabellas and the newest Premium Outlet Collection mall (10 minutes).  We are surrounded by recreational facilities including a children's w",https://a0.muscache.com/pictures/miso/Hosting-43870008/original/6227dc18-636b-4a71-b5de-9da6794875e3.jpeg,30874680,https://www.airbnb.com/users/show/30874680,Doug,2015-04-08,"Winnipeg, Canada","My wife Kathryne is a Food and Travel writer so of course we love to travel but we also are very attached to our hometown of Winnipeg.   Winnipeg is full of friendly, down-to-Earth hard working people that care for each other.  Since we share our time between our lovely home in River Heights and our lake cottage on Lake Winnipeg, we thought we would start to invite others to our comfortable and inviting home.  You can be one of the first to experience where much of our joy comes from.  Our neighbourhood is second to none with so much to do so close by.",within an hour,100%,88%,t,https://a0.muscache.com/im/pictures/user/29827eba-91fa-486d-a700-beb931d9b40c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/29827eba-91fa-486d-a700-beb931d9b40c.jpg?aki_policy=profile_x_medium,Sir John Franklin,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.86804,-97.19662,Entire home,Entire home/apt,8,,2 baths,,4,[],$169.00,14,29,7,14,1125,1125,13.6,1125.0,,t,4,23,53,328,2023-12-17,25,7,0,2020-07-26,2023-11-01,5.0,4.96,4.92,5.0,4.96,4.96,4.96,,f,1,1,0,0,0.60
44046663,https://www.airbnb.com/rooms/44046663,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.85 · 2 bedrooms · 2 beds · 1 bath,,Tuxedo shopping centre,https://a0.muscache.com/pictures/29dda7dd-b87e-4f1a-bdd3-fc28fcb600e4.jpg,139114267,https://www.airbnb.com/users/show/139114267,Marco,2017-07-07,"Winnipeg, Canada","I’m a hard working, trusting and punctual person who values the comfort Of feeling like your home while not being at home. I want your stay to feel like you haven’t left your own residence. I am available to talk if anything pops up or if you have any concerns please message me. My response time is anywhere from 1 min - 30 min. ",within an hour,90%,98%,t,https://a0.muscache.com/im/pictures/user/User-139114267/original/7043e569-921d-4066-a5dd-66fe9842f6b6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-139114267/original/7043e569-921d-4066-a5dd-66fe9842f6b6.jpeg?aki_policy=profile_x_medium,South Tuxedo,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Charleswood - Tuxedo - Westwood,,49.85145,-97.21707,Entire condo,Entire home/apt,4,,1 bath,,2,[],$99.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-17,110,34,3,2020-07-29,2023-12-15,4.85,4.88,4.89,4.88,4.88,4.96,4.88,,f,1,1,0,0,2.67
44047647,https://www.airbnb.com/rooms/44047647,20231217045019,2023-12-17,city scrape,Bungalow in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,,,https://a0.muscache.com/pictures/54ec99c8-5090-454f-bda2-4e185fa98d9c.jpg,110192366,https://www.airbnb.com/users/show/110192366,Stay549,2017-01-06,"Winnipeg, Canada","",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/3ce4fe15-ff5a-4289-8a0c-5ce0e4bd66d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3ce4fe15-ff5a-4289-8a0c-5ce0e4bd66d8.jpg?aki_policy=profile_x_medium,Eric Coy,7,8,"['email', 'phone']",t,t,,Charleswood - Tuxedo - Westwood,,49.85784,-97.27704,Private room in bungalow,Private room,1,,1.5 shared baths,,1,[],$106.00,1,365,1,1,365,365,1.0,365.0,,t,27,57,87,256,2023-12-17,44,12,0,2021-07-03,2023-09-15,5.0,4.98,5.0,5.0,5.0,4.91,4.98,,f,7,1,6,0,1.47
44120967,https://www.airbnb.com/rooms/44120967,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.85 · 2 bedrooms · 2 beds · 1 bath,,University of Winnipeg (20min)<br />University of Manitoba (9 min)<br />Manitoba Human Rights Museum (20mins)<br />Assiniboine Park Zoo (15min)<br />Walmart Store (7min)<br />Costco store (7min)<br />Superstore (groceries) (3min)<br />Victoria hospital (8min)<br />Outlet mall (11min) <br />IKEA (13min away) <br />Outlet collection Sterling Lyon parkway (14min) <br />St vital mall (13min)<br />Cineplex  cinema VIP (10min),https://a0.muscache.com/pictures/1bf9c5eb-fed6-4b4a-a7cd-db48da5bc96f.jpg,50697287,https://www.airbnb.com/users/show/50697287,Amos,2015-12-07,"Winnipeg, Canada","Friendly, hospitable guy who is married. I live upstairs with my wife while the secondary in-suite (basement) is available with private entrance.  
Welcome to our home. You are welcome to make it your own. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/1f06a796-0fb8-4394-9d2d-0a07d1f253f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f06a796-0fb8-4394-9d2d-0a07d1f253f0.jpg?aki_policy=profile_x_medium,South Pointe,2,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Waverley West,,49.77089,-97.18102,Entire guest suite,Entire home/apt,4,,1 bath,,2,[],$90.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,29,59,89,364,2023-12-17,33,8,0,2020-07-14,2023-08-27,4.85,4.88,4.82,4.85,4.94,4.88,4.91,,f,1,1,0,0,0.79
44138129,https://www.airbnb.com/rooms/44138129,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.70 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/8628403f-1ca3-4f0e-9271-65a0541a03c0.jpg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,,Point Douglas,,49.89689,-97.13652,Entire condo,Entire home/apt,2,,1 bath,,1,[],$70.00,30,1125,25,30,1125,1125,29.9,1125.0,,t,14,24,54,70,2023-12-17,46,8,0,2020-09-20,2023-05-31,4.7,4.76,4.74,4.72,4.65,4.87,4.76,,f,58,58,0,0,1.17
44138622,https://www.airbnb.com/rooms/44138622,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.59 · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/b5cf4c09-87a4-4a8f-bf88-5a96930e0690.jpg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,,Daniel McIntyre,,49.89438,-97.1445,Entire condo,Entire home/apt,4,,2 baths,,2,[],$97.00,2,1125,2,3,1125,1125,2.7,1125.0,,t,0,14,30,42,2023-12-17,110,22,2,2020-10-24,2023-11-23,4.59,4.68,4.64,4.82,4.74,4.83,4.65,,f,58,58,0,0,2.87
44139423,https://www.airbnb.com/rooms/44139423,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.88 · 1 bedroom · 2 beds · 1 bath,,"Located within walking distance of our beautiful condo is the Bell MTS Centre (for NHL games and events), the historic Winnipeg Exchange District and The Forks, The Human Rights Museum, University of Winnipeg, RBC Convention Center, Burton Cumming Theater, Winnipeg Goldeyes Shaw Park and Concert Hall.",https://a0.muscache.com/pictures/1f323e2a-1ded-4c3b-8682-41c41c30197c.jpg,273419083,https://www.airbnb.com/users/show/273419083,Elizabeth,2019-07-03,"Winnipeg, Canada","I became an Airbnb host after returning from a trip overseas where I stayed in an Airbnb unit as a guest with my family. I am passionate about giving my guest the kind of premium hospitality I got during my Airbnb guest experience.

I also love to cook and I understand what it means to have everything you need to cook well. So, I pay extra attention to providing the necessary ingredients, utensils and tools for my guests to give them a feel of home-like experience while away from home.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/db431db7-e6ec-483e-aae4-54c6cb835434.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db431db7-e6ec-483e-aae4-54c6cb835434.jpg?aki_policy=profile_x_medium,Portage - Ellice,4,6,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.89313,-97.1442,Entire condo,Entire home/apt,2,,1 bath,,2,[],$129.00,2,180,2,2,1125,1125,2.0,1125.0,,t,18,39,65,337,2023-12-17,56,6,0,2020-07-12,2023-10-20,4.88,4.91,4.91,4.75,4.86,4.84,4.79,,f,4,4,0,0,1.34
44155050,https://www.airbnb.com/rooms/44155050,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,,"Wolseley is a mixed neighbourhood of early 20th-century detached wood frame houses on elm-lined streets amid a scattering of small businesses and character apartment buildings. We are 5 minutes by bus or car, and less than 20 minutes on foot from downtown Winnipeg, the University of Winnipeg, Health Sciences Centre and Misericordia Health Centre. We are no more than 20 to 25 minutes by cab, bus or car from the University of Manitoba and most other destinations in the city. Several local grocery stores, coffee shops, bakeries, restaurants and other shops are within a 5-minute walk and major shopping is close by.",https://a0.muscache.com/pictures/miso/Hosting-44155050/original/970f3f53-148e-4879-a17f-5c0ce861761d.png,31620704,https://www.airbnb.com/users/show/31620704,Jill & Noreen,2015-04-20,"Winnipeg, Canada","We are two women living in a century home in the Wolseley neighbourhood in central Winnipeg. One designer and one carpenter by trade, we love collaborating on the restoration of this old house, making it a home for ourselves and a restful home-away-from-home for travellers.

We also enjoy travelling the world, and exploring rural North America in our vintage 1959 Sprite caravan.

Whether it’s in our home or on the road, we hope to see you soon!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/31620704/profile_pic/1430777559/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31620704/profile_pic/1430777559/original.jpg?aki_policy=profile_x_medium,Wolseley,3,4,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.88219,-97.16407,Private room in home,Private room,2,,1 shared bath,,1,[],$49.00,1,29,1,1,1125,1125,1.0,1125.0,,t,24,30,41,259,2023-12-17,66,41,1,2022-05-03,2023-12-16,4.98,4.98,5.0,5.0,5.0,4.98,5.0,,f,3,0,3,0,3.33
44210333,https://www.airbnb.com/rooms/44210333,20231217045019,2023-12-17,city scrape,Bungalow in Winnipeg · ★4.53 · 3 bedrooms · 3 beds · 2 baths,,The neighbourhood is full of parks and bike paths!,https://a0.muscache.com/pictures/66ec6159-400f-4741-8b85-22731fb7fc8e.jpg,298357507,https://www.airbnb.com/users/show/298357507,Kevin,2019-09-27,"Winnipeg, Canada",We operate several locations as Airbnb.  We strive to provide excellent accommodations and most Guests love staying in our units.  We have professional cleaners that are available to provide cleaning while you visit for those longer stays.  ,within an hour,100%,90%,t,https://a0.muscache.com/im/pictures/user/23d45563-f4ff-4bf5-9735-1e7f23ca6545.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/23d45563-f4ff-4bf5-9735-1e7f23ca6545.jpg?aki_policy=profile_x_medium,Pulberry,4,9,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.8291,-97.12317,Entire bungalow,Entire home/apt,6,,2 baths,,3,[],$139.00,3,60,3,3,60,60,3.0,60.0,,t,29,59,89,364,2023-12-17,36,9,0,2020-09-02,2023-09-24,4.53,4.53,4.5,4.58,4.64,4.83,4.47,,f,4,4,0,0,0.90
44394749,https://www.airbnb.com/rooms/44394749,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.93 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-44394749/original/74d641d7-e2e7-4589-9d32-5209b92879e4.jpeg,358251915,https://www.airbnb.com/users/show/358251915,Christiana,2020-07-24,"Winnipeg, Canada","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/e139de31-6a85-4ed2-8b4a-1d1f49e7f0a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e139de31-6a85-4ed2-8b4a-1d1f49e7f0a4.jpg?aki_policy=profile_x_medium,Saint Boniface,3,4,"['email', 'phone']",t,t,,St. Vital,,49.82305,-97.06408,Entire guest suite,Entire home/apt,5,,1 bath,,2,[],$90.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,20,50,80,341,2023-12-17,59,5,0,2021-03-24,2023-09-18,4.93,4.93,4.95,4.98,4.97,4.79,4.9,,f,3,3,0,0,1.77
44394773,https://www.airbnb.com/rooms/44394773,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.60 · 1 bedroom · 1 bed · 1 bath,,St Boniface is one of the most convenient and popular neighbourhoods in Winnipeg.  It is a short walking distance to the Forks and Downtown but quiet enough to go for a walk to the many local shops and restaurants in the area.,https://a0.muscache.com/pictures/22fa40f2-4ebc-412c-9624-116dc6c4ce12.jpg,178683307,https://www.airbnb.com/users/show/178683307,Casey,2018-03-15,"Winnipeg, Canada","We are avid travellers and have been to Costa Rica, Spain, Portugal, England, Scotland, Netherlands, Thailand and Cambodia.  We enjoy trying new restaurants and breweries.",within an hour,90%,99%,f,https://a0.muscache.com/im/pictures/user/16f36bbf-17ea-4cb3-83f4-819c8f447479.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/16f36bbf-17ea-4cb3-83f4-819c8f447479.jpg?aki_policy=profile_x_medium,Central St. Boniface,4,4,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Boniface,,49.88549,-97.11651,Entire home,Entire home/apt,2,,1 bath,,1,[],$72.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,4,34,309,2023-12-17,42,11,0,2020-08-24,2023-11-07,4.6,4.6,4.6,4.83,4.62,4.69,4.38,,f,4,4,0,0,1.04
44395116,https://www.airbnb.com/rooms/44395116,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.93 · 2 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-44395116/original/0203e091-b1df-4d83-a04e-838d38daac57.jpeg,358251915,https://www.airbnb.com/users/show/358251915,Christiana,2020-07-24,"Winnipeg, Canada","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/e139de31-6a85-4ed2-8b4a-1d1f49e7f0a4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e139de31-6a85-4ed2-8b4a-1d1f49e7f0a4.jpg?aki_policy=profile_x_medium,Saint Boniface,3,4,"['email', 'phone']",t,t,,St. Vital,,49.82303,-97.06359,Entire guest suite,Entire home/apt,5,,1 bath,,3,[],$100.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,20,50,80,341,2023-12-17,82,18,0,2020-09-17,2023-10-21,4.93,4.94,4.95,4.96,4.96,4.79,4.89,,f,3,3,0,0,2.07
44475856,https://www.airbnb.com/rooms/44475856,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.64 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/d2cf55d6-524e-46fe-9461-78fd75adf891.jpg,359352320,https://www.airbnb.com/users/show/359352320,Temmie,2020-07-29,"Winnipeg, Canada","",N/A,N/A,50%,f,https://a0.muscache.com/im/pictures/user/ea63d01a-686e-44a6-b60d-5abd05e657b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea63d01a-686e-44a6-b60d-5abd05e657b5.jpg?aki_policy=profile_x_medium,Waverley West,1,1,"['email', 'phone']",t,t,,Waverley West,,49.78621,-97.19821,Entire home,Entire home/apt,4,,1 bath,,2,[],$76.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,0,0,0,229,2023-12-17,28,0,0,2020-09-11,2022-12-01,4.64,4.89,4.71,4.86,4.96,4.79,4.79,,f,1,1,0,0,0.70
