host_id,host_name,host_since,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_identity_verified
543755582,Adebola,2023-10-27,f,within an hour,88%,80%,1,1,t
542901226,Yuri Mark,2023-10-22,f,within an hour,100%,100%,1,1,f
374549894,Rushil,2020-11-05,f,within a few hours,100%,100%,2,2,t
164180989,Daniyal,2017-12-25,f,within an hour,100%,75%,2,2,t
35007652,Ashley,2015-06-04,f,within a day,92%,37%,56,64,t
476763761,Kingsley,2022-08-26,f,within an hour,100%,100%,2,2,t
468699188,Samira,2022-07-10,f,within an hour,89%,98%,3,4,t
544908095,Kathleen,2023-11-04,f,within an hour,100%,93%,1,1,f
474302683,Mark,2022-08-10,f,within an hour,100%,96%,1,3,f
258453591,Gegie,2019-04-27,f,within an hour,100%,0%,1,1,f
216156641,Emmanuel,2018-09-19,f,within a day,100%,,1,1,f
462098171,Elizabeth,2022-06-01,f,within an hour,100%,80%,1,1,t
332382744,Rui,2020-01-31,f,within a few hours,100%,100%,1,1,t
173094848,Rajkumar,2018-02-12,f,within an hour,100%,50%,1,1,f
512623693,Elisa,2023-05-01,f,within an hour,100%,88%,3,3,t
541403761,Chun Kit Jack,2023-10-11,f,within an hour,100%,83%,2,3,t
29279588,Angela,2015-03-13,f,within an hour,100%,,1,1,f
82478537,Shiwei,2016-07-08,f,within an hour,100%,,2,2,t
230348709,Jeanne,2018-12-12,f,within an hour,94%,93%,1,2,f
515906124,Abosede,2023-05-21,f,,,,1,1,t
543090164,Jagjit,2023-10-23,f,within an hour,100%,100%,1,1,f
511275159,Guriqbal,2023-04-22,f,within a day,100%,,1,1,f
547009785,Esther,2023-11-17,f,a few days or more,0%,,3,3,t
98814251,Tracy,2016-10-08,f,within an hour,100%,0%,1,2,t
56031588,Jeremy,2016-01-25,f,,,,1,1,t
546313273,Ashley,2023-11-13,f,within a few hours,100%,100%,1,1,f
548156719,Phi Long,2023-11-25,f,,,,1,1,f
57657261,Michael,2016-02-06,f,within an hour,100%,0%,1,4,t
144155834,Lorena,2017-08-03,f,within an hour,100%,67%,1,1,t
385932576,Sajad,2021-01-25,f,within an hour,100%,100%,3,4,t
549982677,Kyle,2023-12-07,f,within an hour,100%,100%,1,1,f
518364845,Vasundhra,2023-06-05,f,,,100%,1,1,t
17970668,Maya,2014-07-11,f,,,,1,1,t
205771009,Mo,2018-07-28,f,within an hour,100%,100%,1,2,t
550143904,Romeo,2023-12-08,f,,,,1,1,t
397628188,Tunde,2021-04-19,f,within an hour,100%,50%,1,2,t
96841743,Sam,2016-09-26,f,within a few hours,100%,100%,1,1,t
196744143,Yaxia,2018-06-20,f,within an hour,100%,100%,1,2,t
540973948,Abdul,2023-10-08,f,within an hour,100%,80%,1,1,t
545472228,Reeta,2023-11-07,f,within an hour,100%,100%,2,3,t
550730079,Ighor,2023-12-12,f,,,,1,1,t
124427473,Joshua,2017-04-05,f,,,,1,1,f
284527620,Bisetsa,2019-08-10,f,within a few hours,100%,,1,1,t
550736376,Pearl,2023-12-12,f,,,100%,1,1,t
246396768,Ivy,2019-03-02,f,,,,1,1,t
181504135,Keith,2018-03-30,f,,,,1,1,f
522744672,Gurnandan,2023-06-29,f,within an hour,100%,100%,3,3,f
146500068,Anas,2017-08-17,f,,,,1,1,t
955449,Silvio,2011-08-11,f,within a day,100%,64%,3,4,t
8145510,Ruth,2013-08-14,f,within an hour,100%,95%,6,6,t
4997811,Rebecca,2013-02-07,t,within an hour,100%,89%,4,5,t
970192,Colleen,2011-08-14,f,within a day,50%,33%,1,1,t
18581972,Ryan,2014-07-21,t,within an hour,100%,93%,9,13,t
23470058,K,2014-11-07,f,within a few hours,94%,69%,4,21,t
71184,Hiroshi & Naomi,2010-01-17,t,within a few hours,100%,87%,1,1,t
31217093,Barry,2015-04-14,f,within an hour,100%,,1,1,f
31823352,Christene,2015-04-23,f,within a few hours,100%,100%,3,6,t
33077287,Sergio,2015-05-10,t,within an hour,92%,77%,2,3,t
7608280,Gavin,2013-07-20,t,within an hour,100%,42%,3,5,t
20180809,Khalil,2014-08-17,f,,,83%,1,1,t
32130915,Natalie,2015-04-28,f,a few days or more,20%,0%,1,1,t
31253536,Brett,2015-04-15,f,within an hour,100%,100%,1,1,t
34530369,Lori,2015-05-29,f,within an hour,100%,89%,1,1,t
34740382,Angie,2015-06-01,f,within an hour,100%,100%,1,2,t
28431458,David,2015-02-27,f,within a day,50%,0%,1,1,t
20374475,Alison,2014-08-21,t,within an hour,100%,87%,3,3,t
19068812,Ashley,2014-07-28,t,within an hour,100%,94%,2,2,t
42762931,Debbie,2015-08-28,f,within a few hours,100%,0%,2,2,t
9309064,Katherine,2013-10-08,f,within an hour,100%,100%,2,2,t
44955677,Wendy,2015-09-23,f,within a few hours,100%,91%,1,1,t
46180149,Nkemuhuruanya (Regina),2015-10-09,f,within a few hours,90%,88%,3,3,t
49126625,Krista,2015-11-15,f,within a day,100%,25%,1,1,t
17190273,Leroy,2014-06-24,f,within an hour,100%,100%,1,6,t
35601029,Stephanie,2015-06-11,t,within an hour,100%,98%,1,2,t
48915087,Nelson,2015-11-13,t,,,100%,1,2,t
61102366,Charlotte & Jim,2016-03-01,t,within an hour,100%,97%,1,3,t
65535254,Tiffany,2016-04-02,f,within a day,100%,0%,4,5,f
27859408,Amanda,2015-02-16,f,,,,1,1,t
15729558,Alex,2016-03-30,t,within an hour,100%,100%,2,5,t
49214281,Philip,2015-11-16,f,within a day,100%,0%,1,2,t
88153611,Francis,2016-08-05,f,within an hour,100%,75%,3,4,t
84261849,Susan,2016-07-17,t,within an hour,100%,100%,1,1,t
92041318,Gen,2016-08-26,f,within a few hours,100%,80%,2,2,t
60400653,Karin & Mark,2016-02-25,t,within an hour,100%,99%,2,2,t
95776055,Curtis,2016-09-18,f,within an hour,99%,97%,22,35,t
97139450,Lai Guen,2016-09-28,f,within a few hours,90%,100%,1,2,f
3843389,Simone,2012-10-11,f,a few days or more,11%,13%,2,2,t
103358415,Al,2016-11-11,f,,,,3,3,t
110655007,Barry & Wendy,2017-01-09,t,within an hour,100%,95%,1,1,t
120967910,Merj,2017-03-15,t,within an hour,100%,99%,2,2,t
64832612,Faith,2016-03-28,f,within a day,100%,71%,2,2,t
40509243,Pierre,2015-08-04,f,within an hour,100%,99%,2,2,t
58881006,Jude,2016-02-15,t,within an hour,100%,95%,1,1,t
114498849,Nest Host,2017-02-02,f,within an hour,100%,95%,80,96,t
140414208,Tony,2017-07-14,f,within an hour,100%,97%,1,1,t
86138438,Dominique,2016-07-26,,within a few hours,100%,97%,7,24,t
144343801,Tammy,2017-08-04,t,within an hour,100%,98%,2,2,t
134777230,Julia,2017-06-12,t,,,99%,2,24,t
103768435,William,2016-11-14,f,within a day,100%,,5,5,t
5153325,Ron,2013-02-19,f,within an hour,100%,74%,2,3,t
149271769,Derek,2017-09-05,t,within a few hours,100%,91%,1,1,t
455475,Dave,2011-03-21,f,within an hour,100%,96%,1,1,f
92517844,Ruth,2016-08-29,t,within an hour,100%,90%,2,2,f
81315066,Rp,2016-07-02,f,within an hour,100%,96%,3,3,t
8407330,Christie,2013-08-26,t,within an hour,100%,100%,1,1,t
11151940,Steph,2014-01-09,t,within a day,100%,85%,1,3,t
158349313,Sadmir,2017-11-11,f,a few days or more,0%,,1,2,f
160038191,Olawuyi,2017-11-25,f,within an hour,100%,89%,3,3,t
85761896,Pamela,2016-07-24,t,within an hour,88%,100%,1,2,t
158970875,Adam,2017-11-16,f,within a day,100%,100%,1,1,t
9204262,Jacqueline,2013-10-03,t,within an hour,100%,93%,1,1,t
74203278,Roam,2016-05-26,f,within an hour,100%,99%,58,65,t
102914635,Liam,2016-11-07,f,within an hour,100%,100%,1,1,t
8183935,Vlada,2013-08-15,t,within an hour,100%,93%,2,5,t
176861109,Montierro,2018-03-05,,within an hour,100%,100%,3,5,f
91879760,Leith,2016-08-25,t,within an hour,100%,100%,1,1,t
18167901,Cherie,2014-07-15,t,within an hour,100%,99%,5,5,t
134145647,Faisal,2017-06-08,t,within an hour,100%,97%,3,4,t
175128084,Mary Grace,2018-02-24,f,within an hour,100%,,3,4,t
37841665,Kristen,2015-07-07,f,,,100%,1,2,t
184170702,Janice,2018-04-14,t,within an hour,100%,99%,17,17,t
53880310,Sandra,2016-01-08,f,within a few hours,100%,100%,1,2,t
15874551,Paige,2014-05-22,f,a few days or more,0%,0%,1,1,t
185671079,Egilio,2018-04-22,t,within an hour,100%,96%,2,3,t
185730560,Ruqqia,2018-04-22,f,within an hour,100%,,1,12,f
186831999,John,2018-04-28,t,within an hour,100%,92%,2,2,t
101838697,Bryan,2016-10-30,t,within an hour,100%,100%,1,3,t
116156469,Bill And Katina,2017-02-12,t,within a few hours,100%,86%,3,4,t
131850887,Jordan,2017-05-24,f,a few days or more,0%,0%,1,1,t
122930869,Justine,2017-03-27,f,within an hour,100%,80%,2,2,t
169074939,Georgina,2018-01-21,f,within an hour,100%,,1,1,t
190105304,Donna (& Michael),2018-05-17,f,within an hour,86%,98%,1,1,t
192561013,Jemal,2018-05-30,f,within an hour,100%,97%,2,2,t
108713039,Ana,2016-12-27,t,within an hour,100%,92%,2,2,t
185100371,E.Q,2018-04-19,,within an hour,100%,97%,21,51,t
110700207,Bill,2017-01-09,f,,,100%,1,1,t
197809169,Peter,2018-06-24,f,within an hour,100%,100%,1,4,t
28643127,Lisa,2015-03-02,t,within an hour,100%,95%,2,4,t
111299398,Zac,2017-01-13,f,within a day,100%,,1,1,t
90508671,Johnny,2016-08-17,f,within a day,75%,0%,2,2,t
8336085,Joseph,2013-08-22,t,within an hour,100%,100%,2,3,t
11135988,Mary,2014-01-08,,within an hour,100%,100%,5,5,t
123302934,Executive Stay,2017-03-29,t,within an hour,100%,97%,8,25,t
38109052,Michelle,2015-07-10,f,within a few hours,100%,88%,1,1,t
215545724,Robert,2018-09-15,f,within a day,100%,100%,1,1,t
217104502,Marie,2018-09-24,f,within an hour,100%,100%,3,4,f
70451075,Celina & David,2016-05-05,t,within an hour,100%,95%,1,1,t
222606237,Christina,2018-10-25,f,within a few hours,100%,86%,1,1,t
199538184,Olamilekan,2018-07-02,t,within an hour,83%,94%,4,4,t
25149836,Ben & Paige,2014-12-23,t,within an hour,100%,96%,2,4,t
226116075,Darwin,2018-11-16,f,within a few hours,83%,33%,1,1,f
226695089,Henry,2018-11-20,t,within an hour,100%,100%,1,1,f
21822383,Julie,2014-09-26,t,within an hour,100%,97%,1,1,t
313682239,E.Q,2019-12-02,t,within an hour,100%,97%,21,21,t
155904768,Nini,2017-10-23,f,within a few hours,100%,50%,1,1,t
35874282,Steady Homes,2015-06-15,f,within a few hours,100%,0%,2,3,t
105884901,Stas,2016-12-02,t,within an hour,100%,100%,6,6,t
120010020,Misty,2017-03-09,f,a few days or more,0%,50%,2,2,t
236337476,Roxy,2019-01-13,f,within an hour,100%,92%,1,1,t
134598415,Robert,2017-06-11,f,within a day,100%,,1,1,f
69578822,MM Properties Wpg,2016-04-29,t,within an hour,100%,99%,4,6,t
238999894,Mat,2019-01-25,f,within an hour,92%,74%,3,3,t
82573513,Evan Chase,2016-07-08,t,within an hour,100%,91%,1,1,t
240319765,Chris,2019-02-01,f,within a day,50%,,1,1,f
203874825,Fatima,2018-07-20,t,within an hour,100%,88%,3,5,t
246644202,Kiran,2019-03-03,f,a few days or more,13%,0%,1,1,t
249669972,Crystal,2019-03-18,t,within a few hours,100%,98%,5,5,t
12859373,Maria,2014-03-06,t,within an hour,100%,100%,2,2,t
152950826,Hedi,2017-10-02,t,within an hour,100%,89%,1,2,t
98927265,Pawan,2016-10-09,f,within an hour,100%,0%,1,1,t
255844093,Katherin,2019-04-14,f,a few days or more,0%,,1,5,f
28742332,Randy,2015-03-04,t,within an hour,100%,100%,1,1,t
37604783,Michael,2015-07-05,f,within an hour,100%,100%,1,1,t
177487885,Ling,2018-03-09,f,,,100%,2,3,t
38459934,Corporate Stays,2015-07-14,f,within an hour,98%,89%,469,560,t
261799192,Wendelina,2019-05-14,t,within an hour,100%,89%,4,5,t
251997834,Brenda,2019-03-29,f,within a day,78%,100%,2,2,t
227205574,Joseph,2018-11-23,f,within an hour,100%,90%,1,7,t
45170705,Karen,2015-09-26,t,,,71%,1,1,t
194010985,Yang,2018-06-07,f,within an hour,100%,97%,3,3,t
267961977,Greenview,2019-06-11,f,within a few hours,100%,67%,1,1,t
192346927,Ken And Els,2018-05-29,t,within an hour,100%,96%,2,3,t
17653348,Moshe,2014-07-04,f,a few days or more,0%,0%,1,1,t
52798939,Coleen,2015-12-30,f,within a day,100%,,1,2,t
163070,David,2010-07-10,t,within an hour,100%,99%,3,3,t
2292373,Dallas And Carla,2012-05-04,,within an hour,100%,79%,4,8,t
50330119,Sue,2015-12-01,f,within an hour,100%,96%,1,3,t
250960597,Chris & Courtney,2019-03-24,t,within an hour,100%,97%,3,5,t
280201791,Siming,2019-07-28,f,within an hour,100%,96%,2,5,t
39728595,Jess,2015-07-27,f,,,100%,1,1,t
281574286,Sean And Carolyn,2019-08-01,t,within an hour,100%,98%,1,1,t
282140527,Julie Ann,2019-08-03,f,within an hour,100%,91%,3,3,f
36084423,Maggie,2015-06-17,t,within an hour,100%,100%,3,4,t
83638615,Chris,2016-07-14,t,within an hour,100%,91%,3,3,t
170362793,Nicole,2018-01-28,t,within an hour,100%,100%,1,2,t
292216994,Gary,2019-09-05,f,,,,2,4,f
293745142,"Martina, Bruce, And Lauren",2019-09-10,t,within an hour,100%,93%,1,1,t
79833016,Roam,2016-06-25,f,within an hour,100%,100%,1,1,t
293079642,Stephanie,2019-09-08,f,a few days or more,0%,,2,2,f
294393552,Muhammad,2019-09-12,f,within an hour,80%,56%,3,3,t
178683307,Casey,2018-03-15,f,within an hour,84%,99%,2,4,f
55013632,Karen,2016-01-17,f,within a day,90%,86%,1,2,t
298544648,JaneAnne,2019-09-28,f,within a few hours,100%,100%,1,1,t
5626785,Caroline,2013-03-25,f,within a day,100%,0%,1,1,t
163478285,Lateef,2017-12-20,f,within an hour,100%,,1,1,t
250179485,Sure Home Stays,2019-03-20,f,within an hour,100%,99%,2,11,t
141801009,Criselda,2017-07-22,t,within an hour,100%,93%,3,6,t
304904186,Kelly,2019-10-27,t,within an hour,100%,98%,6,6,t
304936446,Abel,2019-10-27,f,within an hour,90%,99%,2,2,t
305572011,Mandipa,2019-10-30,f,within a few hours,100%,100%,1,1,t
227976233,Roseanne,2018-11-28,f,within a day,100%,62%,2,2,t
119176808,Annie,2017-03-04,t,within a few hours,80%,73%,2,2,t
3127896,Leah,2012-08-01,f,within a few hours,100%,100%,1,1,t
307597595,Kemy,2019-11-06,t,within an hour,100%,100%,3,3,t
308325854,Sylvester,2019-11-09,f,within an hour,100%,100%,1,1,f
42343280,Kin Keung,2015-08-24,f,a few days or more,0%,0%,1,1,t
273419083,Elizabeth,2019-07-03,f,within an hour,100%,98%,4,6,t
309608502,David,2019-11-14,t,within an hour,100%,97%,7,9,t
44203845,Kat,2015-09-14,f,a few days or more,0%,33%,1,4,t
314438876,Larry,2019-12-04,f,within an hour,100%,100%,1,1,t
292961388,M.,2019-09-07,f,within an hour,100%,86%,1,2,t
568999,Chelsea,2011-05-08,f,within an hour,100%,99%,3,4,t
184981743,Alan And Loida,2018-04-18,t,within an hour,100%,87%,3,3,t
77723885,Helena,2016-06-14,t,within an hour,100%,98%,4,7,t
336207432,Sumbal,2020-02-14,f,a few days or more,0%,,1,2,f
336992214,Kirill,2020-02-17,t,within an hour,100%,97%,3,3,t
325617908,Ashley,2020-01-08,,within an hour,100%,86%,4,7,t
340995231,Alex,2020-03-09,f,,,,1,1,f
95312694,Azeez,2016-09-15,f,within an hour,100%,89%,1,2,t
341920704,Sylvester,2020-03-18,t,within an hour,83%,100%,3,3,t
348144031,Sheriff,2020-05-31,f,within an hour,100%,100%,5,5,t
30874680,Doug,2015-04-08,t,within an hour,100%,91%,1,1,t
139114267,Marco,2017-07-07,t,within an hour,100%,98%,1,1,t
298357507,Kevin,2019-09-27,f,within a few hours,100%,91%,3,9,t
359352320,Temmie,2020-07-29,f,,,75%,1,1,t
135314777,James,2017-06-16,f,within an hour,100%,67%,2,4,t
179270530,Kokeb,2018-03-19,f,within a day,50%,22%,1,1,t
365974118,Elyse,2020-09-04,f,within an hour,99%,100%,28,28,t
27563486,Luisa & Jayme,2015-02-10,t,within a few hours,100%,94%,1,2,t
367842552,Abdul,2020-09-16,t,within an hour,100%,100%,3,3,t
210203810,Andrew,2018-08-17,t,within an hour,100%,95%,1,2,t
41109580,Ritz,2015-08-10,f,within an hour,96%,99%,5,11,t
14735297,Eunice,2014-04-25,t,within an hour,100%,99%,1,1,t
83528418,Mary,2016-07-13,f,within an hour,71%,100%,2,2,t
62234439,Jennifer,2016-03-09,t,within an hour,100%,100%,3,6,t
374493257,Lianlong,2020-11-04,f,within a few hours,100%,40%,3,4,f
251853488,Cindy,2019-03-28,f,a few days or more,40%,0%,2,2,t
375945409,David Jeffrey,2020-11-16,t,within an hour,100%,100%,5,7,t
374292404,Samuel,2020-11-03,t,within an hour,97%,96%,8,8,t
128856873,John,2017-05-04,f,within an hour,100%,100%,4,5,t
372801588,Truong,2020-10-21,f,a few days or more,25%,,1,1,f
138970567,Musette,2017-07-06,t,within an hour,100%,97%,3,5,t
66841218,Saad,2016-04-12,f,a few days or more,40%,50%,2,2,t
368562151,Branden,2020-09-21,t,within an hour,100%,99%,6,7,t
256637440,Anthony,2019-04-18,t,within an hour,100%,95%,1,1,t
54783332,Vialux,2016-01-15,f,within an hour,100%,98%,58,60,t
254141373,Jasmeet,2019-04-08,f,within an hour,100%,90%,1,2,t
390125063,Andrea,2021-02-25,f,within an hour,100%,95%,8,8,t
221208841,Carmen,2018-10-17,f,within a few hours,100%,100%,1,1,t
391110212,Angela,2021-03-04,t,within an hour,100%,98%,1,1,t
330962278,Abiodun,2020-01-26,f,within a day,100%,25%,1,1,t
393587370,Paul And Priscilia,2021-03-21,t,within an hour,100%,96%,2,2,t
308391517,Jane,2019-11-09,f,within an hour,100%,100%,2,3,t
394195167,Ngozi,2021-03-25,f,within an hour,100%,98%,3,3,t
243723924,Amy,2019-02-17,t,within an hour,100%,93%,1,2,t
3494549,Efren,2012-09-06,t,within an hour,100%,91%,2,2,t
144220958,Ifunanya,2017-08-04,t,within an hour,100%,100%,1,1,t
92641804,Nathan,2016-08-30,t,within an hour,100%,98%,2,2,t
44966488,Farah,2015-09-23,t,within a few hours,100%,71%,1,1,t
396535383,Tetsoma,2021-04-11,f,,,100%,3,3,t
396126223,Jaime,2021-04-08,f,within an hour,100%,80%,6,7,t
398054402,Rena,2021-04-21,f,within an hour,100%,97%,1,1,t
393871664,Damola,2021-03-23,t,within an hour,100%,98%,3,3,t
145896090,Victoria,2017-08-14,f,within a day,100%,50%,2,2,t
330747660,Mirna And Nathan,2020-01-26,t,within an hour,100%,100%,2,3,t
124913178,Nardia,2017-04-08,f,within an hour,100%,98%,13,24,t
392855589,Katie,2021-03-16,t,within an hour,100%,98%,2,3,t
9711247,Mitchell,2013-10-29,t,within an hour,100%,97%,1,1,t
64679900,Kareem,2016-03-27,f,,,0%,1,5,t
410136679,Fleur,2021-06-30,t,within a few hours,100%,80%,1,1,t
193471837,Josiah,2018-06-04,f,within an hour,100%,67%,1,4,t
25608286,Figskin,2015-01-04,f,within a day,100%,,2,4,t
80006742,Darin,2016-06-26,f,within an hour,100%,100%,1,3,f
181988294,Ivan,2018-04-02,f,,,,1,1,t
413186240,Leila,2021-07-15,f,within an hour,100%,69%,6,18,t
164533656,Terry Junhua,2017-12-27,t,within an hour,100%,99%,1,7,t
411970522,Lanre,2021-07-09,f,within an hour,100%,83%,3,3,t
414987277,Ayoola,2021-07-25,f,within an hour,100%,100%,2,2,t
387441461,Salvatory,2021-02-05,f,,,92%,1,1,t
74224801,Brad,2016-05-26,t,within an hour,100%,100%,11,13,t
42420246,Annette,2015-08-24,f,,,0%,2,5,t
383676629,Zain,2021-01-08,f,within an hour,96%,84%,2,2,t
287107029,Lewis,2019-08-19,f,within an hour,100%,100%,1,1,t
379822752,Ola,2020-12-12,t,,,100%,1,1,t
419592825,Sylvia,2021-08-22,t,within an hour,100%,98%,1,1,t
419664335,Tia,2021-08-22,t,within an hour,96%,98%,1,1,t
420408102,Adeola,2021-08-27,f,,,50%,3,3,t
420511753,Babatola,2021-08-28,f,,,100%,1,2,t
421169286,Hawawu,2021-09-01,f,a few days or more,30%,0%,1,1,t
22019791,Anne Denisse,2014-10-01,t,within an hour,100%,100%,3,3,t
371824573,Shereen,2020-10-13,,within a few hours,100%,100%,2,3,t
149264752,Lui,2017-09-05,f,within an hour,98%,72%,5,6,t
292051659,Benedicta,2019-09-04,t,within an hour,100%,94%,1,4,t
423619219,Remi,2021-09-18,f,within a few hours,100%,0%,1,3,t
134395448,Robyn,2017-06-10,f,within an hour,97%,100%,18,36,t
424777761,Alex,2021-09-27,f,within an hour,100%,99%,2,6,t
76538863,Sophia,2016-06-08,t,within a few hours,100%,92%,2,2,t
425386675,Jaime,2021-09-30,t,within an hour,100%,96%,1,1,t
84460949,Ebubechukwu,2016-07-18,f,within an hour,100%,94%,1,1,t
426338917,Liam,2021-10-07,f,within an hour,100%,94%,2,2,t
361310476,Gustave,2020-08-09,f,,,97%,3,3,t
72157932,Wpg,2016-05-15,,within an hour,93%,99%,17,21,t
54207218,Zachary,2016-01-11,t,within an hour,95%,100%,2,2,t
289694152,Ak,2019-08-27,f,within an hour,100%,11%,1,1,t
428263238,Cindy,2021-10-20,f,within an hour,100%,100%,2,2,t
161647684,Jarek,2017-12-06,t,within an hour,100%,96%,1,1,t
52093594,Benil,2015-12-23,t,within a few hours,100%,93%,2,3,t
395850022,Jessica,2021-04-06,t,within an hour,100%,91%,6,10,t
4858628,Glenda,2013-01-26,t,within a few hours,100%,100%,1,1,t
327081003,Shayna,2020-01-13,t,within a few hours,100%,96%,1,1,t
188791381,Sukhi,2018-05-09,f,a few days or more,33%,0%,1,1,t
429295818,Ola,2021-10-27,t,within an hour,100%,100%,1,1,t
65984536,Kyle,2016-04-05,t,within an hour,100%,99%,6,8,t
18898066,Andre,2014-07-25,t,,,100%,1,4,t
93716898,Aggrey,2016-09-05,f,within an hour,100%,92%,1,1,t
207414760,Tarlochan,2018-08-04,t,within an hour,100%,72%,1,1,t
219317062,Easha,2018-10-07,t,within an hour,100%,97%,2,4,t
125895897,Kara,2017-04-14,t,within an hour,100%,94%,1,1,t
108315860,Saj,2016-12-24,f,within an hour,100%,98%,1,1,t
176302340,Marc,2018-03-03,f,within an hour,100%,100%,1,1,t
112291744,Jose,2017-01-19,t,within an hour,100%,96%,1,1,t
122056108,Javier,2017-03-22,f,within a few hours,100%,67%,1,1,t
10442737,Theresa,2013-12-05,t,within a few hours,90%,100%,1,1,t
376327468,Hugh,2020-11-19,t,within a few hours,100%,89%,1,4,t
204452026,Carl,2018-07-23,f,,,88%,1,1,t
54311317,Daniel,2016-01-12,t,within an hour,100%,100%,1,1,t
201107618,Jessica,2018-07-09,f,,,,1,1,t
436088702,Owocrown,2021-12-15,,within an hour,100%,100%,2,3,t
96715712,Carrie-Lynn,2016-09-25,f,within an hour,100%,86%,1,2,t
14688156,Sivan,2014-04-24,f,within a day,50%,20%,1,2,t
437095800,John And Katrina,2021-12-22,f,within a few hours,100%,91%,3,3,t
437749879,Veberly,2021-12-27,t,within an hour,100%,100%,1,2,f
296708205,Krista,2019-09-21,t,within an hour,100%,97%,2,2,t
440884142,Dave,2022-01-17,f,within an hour,100%,99%,6,8,t
440787943,Sean,2022-01-16,t,within an hour,100%,94%,2,2,t
309609476,I B,2019-11-14,f,within a few hours,83%,100%,1,1,t
125001866,Joseluis,2017-04-09,f,within a day,100%,100%,1,1,t
86613683,Michelle,2016-07-28,t,within a few hours,100%,89%,1,1,t
128307413,David,2017-04-30,f,within an hour,100%,100%,3,3,t
302803955,Vipan,2019-10-16,,within an hour,100%,100%,2,2,t
442288643,Adekunle,2022-01-26,t,within an hour,100%,100%,2,2,t
124976849,Samuel,2017-04-09,f,within an hour,100%,100%,1,2,t
446410547,Catherine,2022-02-22,f,within an hour,100%,100%,1,1,t
447143843,Kazeem,2022-02-27,f,within an hour,100%,69%,2,2,t
123942185,Ash,2017-04-02,t,within an hour,100%,99%,3,3,t
176320514,Mary Jane,2018-03-03,f,within an hour,80%,94%,1,2,t
413273155,Nook,2021-07-16,t,within an hour,100%,83%,1,1,t
449940289,Chloe,2022-03-16,,within an hour,100%,79%,5,5,t
450311551,Angela,2022-03-19,t,within an hour,92%,98%,1,1,t
450443849,Monissh,2022-03-20,t,within an hour,100%,98%,5,5,t
42643937,Darla,2015-08-27,t,within an hour,100%,97%,2,2,t
429841661,Charles,2021-10-31,f,within an hour,100%,100%,1,1,t
33937219,Paul,2015-05-21,f,within a few hours,71%,0%,1,1,f
429581880,Oluwakemi,2021-10-29,f,within an hour,100%,100%,1,1,f
139884314,Florence,2017-07-11,t,within an hour,100%,96%,3,3,t
121227781,Reanna,2017-03-17,t,within a few hours,92%,90%,3,6,t
7365680,Jennilee,2013-07-08,f,within a few hours,100%,100%,1,2,t
68960718,Nitasha,2016-04-26,f,within a few hours,100%,91%,1,1,t
284720874,Ahmed,2019-08-11,f,within an hour,100%,89%,1,1,t
367874453,Ruth,2020-09-16,t,within an hour,100%,96%,1,2,t
455108051,Saheed,2022-04-19,t,within an hour,100%,100%,1,1,t
174076259,Evan,2018-02-18,t,within an hour,100%,96%,2,2,t
387213019,Stalin,2021-02-04,t,within an hour,100%,96%,1,1,t
239380191,Mary,2019-01-27,f,within an hour,100%,79%,1,1,t
341399288,Pari,2020-03-12,t,within an hour,100%,100%,2,2,t
456833253,Amie-Camila,2022-04-30,t,within an hour,100%,98%,1,1,t
315495929,Hope,2019-12-08,f,within a few hours,100%,25%,1,2,t
197334458,Irene & Dario,2018-06-22,t,within an hour,100%,73%,1,1,t
90222146,Jeremy,2016-08-16,t,within an hour,100%,100%,2,2,t
245820392,Kurt,2019-02-27,f,within a few hours,75%,0%,1,1,t
457450168,Joseph & Christy Cozy Suites,2022-05-04,f,within an hour,100%,100%,1,2,t
208740880,Manavi,2018-08-10,f,a few days or more,0%,,1,1,t
23671907,Amy & Hamon,2014-11-12,t,within an hour,100%,100%,1,2,t
458313730,Alex,2022-05-09,f,within an hour,100%,100%,1,4,t
389478900,Manjot,2021-02-21,f,within a day,100%,100%,1,2,f
78199715,Sandy,2016-06-17,t,within an hour,100%,100%,1,1,t
123007199,Karen,2017-03-28,f,within an hour,100%,100%,3,3,t
283395067,Rochelle,2019-08-06,t,,,100%,2,3,f
38974702,Joey,2015-07-19,f,within a few hours,100%,100%,1,1,t
188191480,Jebbin,2018-05-06,t,within an hour,90%,100%,1,1,t
141768886,Veronica,2017-07-21,f,within an hour,91%,67%,1,1,f
461293333,Jonathon,2022-05-27,t,within a few hours,100%,74%,2,4,t
461426343,Rebecca,2022-05-28,t,within an hour,90%,98%,1,1,t
22591698,Andrea,2014-10-15,f,within an hour,100%,96%,2,2,t
244047915,Taylor,2019-02-19,t,within an hour,100%,95%,3,4,t
462098171,Elizabeth,2022-06-01,f,within an hour,100%,87%,1,1,t
109258692,Alexandra,2016-12-31,t,,,55%,1,2,t
90629172,Mary,2016-08-18,f,within a day,100%,90%,1,1,t
239318754,Mick And Marilyn,2019-01-27,t,within an hour,100%,96%,1,1,t
204252057,Emmanuel,2018-07-22,f,within an hour,100%,89%,2,2,t
194085540,Lisa,2018-06-07,t,within an hour,100%,100%,1,2,f
252872043,M,2019-04-02,t,,,100%,1,1,t
93824847,Trevor,2016-09-06,t,,,,2,2,t
465288428,Saheed,2022-06-20,f,within an hour,100%,91%,1,2,t
